 Name,Description,Price,Food?,Drink?,Cantidad,New Property,Food Trucks,Created,Updated
Limpiahogar desinfectante La Salud sin lejía,"Botella 1,5 L | 1,534 €/L",2.3,,,,"{'url':'9e19a5b83738ba259ab5cc9dde5218f182d19c9abc74c6a7a8ea6d29420f4e87.jpg','size':20172,'width':600,'height':600,'filename':'0e0bfd6c927c0f95f099505b2f33ca20.jpg'}",,2022-09-15T08:05:34.142Z,2022-09-15T08:05:34.142Z
Multiusos Desinfectante antibacterias Bosque Verde sin lejía con pistola,"Botella 750 ml | 2,60 €/L",1.95,,,,"{'url':'a7c6650dce8d307a015ce3e3cb507f6951372efbe851fdb50c440cb997e1863d.jpg','size':16610,'width':600,'height':600,'filename':'50bea3e9c7082ee459aab40125348426.jpg'}",,2022-09-15T08:05:12.247Z,2022-09-15T08:05:12.247Z
Limpiahogar Brillo Bosque Verde,"Botella 1 L | 2,35 €/L",2.35,,,,"{'url':'4be80c52fe3069782d49809ef202c2b19b51501fb3990aa51e340f0abe22e694.jpg','size':16367,'width':600,'height':600,'filename':'ebdae46bd7b5719ee470c89220859883.jpg'}",,2022-09-15T08:04:49.720Z,2022-09-15T08:04:49.720Z
Limpiahogar Oxi Active Bosque Verde sin lejía,"Botella 1 L | 1,35 €/L",1.35,,,,"{'url':'c4e69f7acd7a77d0654c4f76ec5965f5ff92525fef27d86350f8f48b49e105c7.jpg','size':19802,'width':600,'height':600,'filename':'f2746492e46c03ef9ec2ec22e14198dc.jpg'}",,2022-09-15T08:04:23.324Z,2022-09-15T08:04:23.324Z
Limpiahogar Multiusos Pino Bosque Verde líquido con alcohol,"Botella 1,5 L | 1,20 €/L",1.8,,,,"{'url':'04c7ef19f1341f3b81a37cb5dde4649dc50548a27b7ab11065a0c2a200376042.jpg','size':21511,'width':600,'height':600,'filename':'c1e0ef8a65a71fe2f804627e77b7f7a2.jpg'}",,2022-09-15T08:03:59.682Z,2022-09-15T08:03:59.682Z
"Limpiahogar PH Neutro Bosque Verde delicado para mármol, parquet y cerámica","Botella 1,5 L | 0,967 €/L",1.45,,,,"{'url':'5b3d80f0bab2b6efe0d6c6a52312a08b33b9b62fb6e76ab213af9d3ea28e4877.jpg','size':21230,'width':600,'height':600,'filename':'9e1af01a53f78d103c47351eb3af3126.jpg'}",,2022-09-15T08:03:36.464Z,2022-09-15T08:03:36.464Z
"Limpiador Las 3 Brujas concentrado para mármol, granito y cerámica","Botella 1,18 L | 2,639 €/L",3.1,,,,"{'url':'61be2564532c26f2742f75cd2f3eb3e53eba8eafaf2bfbbf8611aab10fd69ba4.jpg','size':26721,'width':600,'height':600,'filename':'f869cb1a373f4070b4b38ff4d6a6afbf.jpg'}",,2022-09-15T08:03:15.476Z,2022-09-15T08:03:15.476Z
Limpiahogar Aloe Vera Bosque Verde concentrado,"Botella 1,5 L | 1,40 €/L",2.1,,,,"{'url':'f60e3a166b3d898f5f08922ba31af0a35e34987c46c5850ade90b0dc3e95a730.jpg','size':19503,'width':600,'height':600,'filename':'d586630437251cc9fb5c40afd0c3e437.jpg'}",,2022-09-15T08:02:48.770Z,2022-09-15T08:02:48.770Z
Cera suelos Bosque Verde parquet y laminados,"Botella 1 L | 3,40 €/L",3.4,,,,"{'url':'c1e368707e56b8aa87c990e60746d33959acb2f2d12412bb58e735189264b66f.jpg','size':17693,'width':600,'height':600,'filename':'af9c1e67bfea347c23b4f31c9560a13b.jpg'}",,2022-09-15T08:02:28.575Z,2022-09-15T08:02:28.575Z
Cera suelos Bosque Verde,"Botella 1 L | 2,05 €/L",2.05,,,,"{'url':'27f66084b5c9d705f91004ca4c1ca7c7e837c77a7b4e599958131d368ca06171.jpg','size':18443,'width':600,'height':600,'filename':'a5109c9278ddc9355006ff8e1eda2840.jpg'}",,2022-09-15T08:02:07.204Z,2022-09-15T08:02:07.204Z
Toallitas limpiadoras de suelo Bosque Verde,"Paquete 20 ud. | 0,08 €/ud",1.6,,,,"{'url':'e027d9e32b9f99785297076eb7079f8651924ffecb4d58434accc8071fb33a36.jpg','size':22545,'width':600,'height':600,'filename':'bb7d5f4ba6de2434ccee0b538e88e581.jpg'}",,2022-09-15T08:01:44.926Z,2022-09-15T08:01:44.926Z
"Renovador suelos Bosque Verde de terrazo, mármol, gres, parquet y linóleum","Botella 1,5 L | 1,367 €/L",2.05,,,,"{'url':'a3bb59f7065d4192af00c0809df9dfedaca0b874b06cd103c87da3943c2b6670.jpg','size':15504,'width':600,'height':600,'filename':'9ef9f81dce0adeed7e3717d30dfd8168.jpg'}",,2022-09-15T07:59:43.755Z,2022-09-15T07:59:43.755Z
Friegasuelos Insecticida Krisul líquido,"Botella 1 L | 2,35 €/L",2.35,,,,"{'url':'19dcb0381b8f600d51c88d5bc113dd4825d39efcaa97ffba4bdac23a9e105db8.jpg','size':17127,'width':600,'height':600,'filename':'c65637d3d07ae6d0008bb64a2926b23d.jpg'}",,2022-09-15T07:59:19.642Z,2022-09-15T07:59:19.642Z
"Abrillantador suelos Bosque Verde de terrazo, mármol, gres, parquet y linóleum","Botella 1 L | 2,05 €/L",2.05,,,,"{'url':'824bf39398d3c63faed0da0741e4041489cd0eba46bafd2e2afa4a2cb2cd3bd3.jpg','size':17980,'width':600,'height':600,'filename':'06c7c9a529e6b99dfa948d53fd83f63a.jpg'}",,2022-09-15T07:58:57.140Z,2022-09-15T07:58:57.140Z
Friegasuelos Lavanda Bosque Verde líquido,"Botella 1,5 L | 0,634 €/L",0.95,,,,"{'url':'e3855c1b5ab4580bae1c8062fce8ba451c9fbcb456b8c6a9b045d88feb292f62.jpg','size':15066,'width':600,'height':600,'filename':'deef2883cd01eefee836690d7e823d66 (1).jpg'}",,2022-09-15T07:58:35.413Z,2022-09-15T07:58:35.413Z
Friegasuelos Pétalos Bosque Verde concentrado perfume intenso y duradero,"Botella 1 L | 1,60 €/L",1.6,,,,"{'url':'979a0178ba4b421b87badf8abce01997c82fcf1027677019eb8a488301f1319c.jpg','size':13959,'width':600,'height':600,'filename':'465b168d2b826094df40e139b017fa3c (1).jpg'}",,2022-09-15T07:58:06.785Z,2022-09-15T07:58:06.785Z
Friegasuelos Lavanda Bosque Verde líquido,"Botella 1,5 L | 0,634 €/L",0.95,,,,"{'url':'e3855c1b5ab4580bae1c8062fce8ba451c9fbcb456b8c6a9b045d88feb292f62.jpg','size':15066,'width':600,'height':600,'filename':'deef2883cd01eefee836690d7e823d66.jpg'}",,2022-09-15T07:55:19.794Z,2022-09-15T07:55:19.794Z
Friegasuelos Pétalos Bosque Verde concentrado perfume intenso y duradero,"Botella 1 L | 1,60 €/L",1.6,,,,"{'url':'979a0178ba4b421b87badf8abce01997c82fcf1027677019eb8a488301f1319c.jpg','size':13959,'width':600,'height':600,'filename':'465b168d2b826094df40e139b017fa3c.jpg'}",,2022-09-15T07:54:47.103Z,2022-09-15T07:54:47.103Z
Friegasuelos Flor de Cerezo Bosque Verde líquido,"Botella 1,5 L | 0,634 €/L",0.95,,,,"{'url':'623c3cb9c8f757f0edbf5dc2b97a17a0d2a17c82bd1c8c78f55a3300737b6e71.jpg','size':16871,'width':600,'height':600,'filename':'227547495d32d035a6b65313a262b815.jpg'}",,2022-09-15T07:54:22.261Z,2022-09-15T07:54:22.261Z
Friegasuelos Classic Bosque Verde concentrado perfume intenso y duradero,"Botella 1 L | 1,60 €/L",1.6,,,,"{'url':'3a6b88e947e74825a35bcbb2a7d88f785552e1a86f64ce06d314dc9d71a87cab.jpg','size':12974,'width':600,'height':600,'filename':'101c1f9b20f81113e54901eb72e2fafb.jpg'}",,2022-09-15T07:53:59.531Z,2022-09-15T07:53:59.531Z
Friegasuelos Spa Bosque Verde líquido,"Botella 1,5 L | 0,634 €/L",0.95,,,,"{'url':'00076dcf8a967e210cb41ce528eb3e1e582ab48aa76055af5d5e77d845157e04.jpg','size':15362,'width':600,'height':600,'filename':'bd2642ccdc1c7c1854dea929bba57110.jpg'}",,2022-09-15T07:53:33.610Z,2022-09-15T07:53:33.610Z
Friegasuelos Pino Bosque Verde líquido,"Botella 1,5 L | 0,634 €/L",0.95,,,,"{'url':'1985699c6a16a4e5c5000323843026020b5296858592347102e81fd40991553b.jpg','size':19455,'width':600,'height':600,'filename':'ff09cceab91e079ae41400ac025df24e.jpg'}",,2022-09-15T07:53:04.937Z,2022-09-15T07:53:04.937Z
Limpiagafas con gamuza Disop,"Spray 15 ml | 2,25 €/ud",2.25,,,,"{'url':'f6fb9bce6d07c3d68055b1f723f934c652d5f11abf0f469f626b5af5830376ea.jpg','size':14141,'width':600,'height':600,'filename':'1b12a8720ef8da53212b802dcb30a291.jpg'}",,2022-09-15T07:45:27.891Z,2022-09-15T07:45:27.891Z
Limpiador Cristales de Chimenea Bosque Verde con pistola,"Botella 750 ml | 4,667 €/L",3.5,,,,"{'url':'f57ba6bb249790d0c28974770b1b4aadd6880e782c215ec35fc1c72e92b3f2da.jpg','size':19848,'width':600,'height':600,'filename':'b7fbe7c99d2d61cfa0ca174386ad275c.jpg'}",,2022-09-15T07:45:06.359Z,2022-09-15T07:45:06.359Z
Limpiacristales Bosque Verde,"Spray 400 ml | 4,50 €/L",1.8,,,,"{'url':'a21ccf24bacedcfd982504471cc6fbd94f555ab266f9b966c804dd3b2accf907.jpg','size':15362,'width':600,'height':600,'filename':'43f2661210a54fd144d60a70b3f15ec6.jpg'}",,2022-09-15T07:44:45.418Z,2022-09-15T07:44:45.418Z
Lavaparabrisas Bosque Verde,"Botella 2 L | 1,25 €/L",2.5,,,,"{'url':'55e9ff214635f96ce41e3069ed4c8ea48c6c563c1afe8526575930b2ec96ad1f.jpg','size':15852,'width':600,'height':600,'filename':'a30c4727395dafd0c89376a71233cdd0.jpg'}",,2022-09-15T07:44:24.923Z,2022-09-15T07:44:24.923Z
Toallitas limpiadoras de Cristales y Espejos Bosque Verde,"Paquete 30 ud. | 0,042 €/ud",1.25,,,,"{'url':'1544705a103cfbb70b855f04c389be93dcd970de36b07ff149b3f3e2fe8d8504.jpg','size':20630,'width':600,'height':600,'filename':'269a27638a73e4d89d7290ff3ab8b118.jpg'}",,2022-09-15T07:43:53.973Z,2022-09-15T07:43:53.973Z
Toallitas Limpiagafas Bosque Verde monodosis perfumadas,"Caja 32 ud. | 0,05 €/ud",1.6,,,,"{'url':'63083dd37ea2ad06aa22b641e038873a33b80ee52170595df9ba42a86a6bbef0.jpg','size':35290,'width':600,'height':600,'filename':'c34c5015cef636903eb37a5500b69aa9.jpg'}",,2022-09-15T07:43:33.497Z,2022-09-15T07:43:33.497Z
Limpiacristales y multiusos Bosque Verde con pistola,"Botella 1 L | 1,15 €/L",1.15,,,,"{'url':'8439d2cef1082989103c09ff9c81d6569e8d3640f2ac28dcb9870872817bd7f3.jpg','size':16099,'width':600,'height':600,'filename':'106716e6d834c4e34c61b6eaf9799cae.jpg'}",,2022-09-15T07:43:11.291Z,2022-09-15T07:43:11.291Z
Cloro 5 acciones disolución lenta tabletas para piscina,"Bote 5 kg | 5,10 €/kg",25.5,,,,"{'url':'7e64cd992de15303e83bf78465db8d68f5b0d9812683f65c98067ee08457b8de.jpg','size':31779,'width':600,'height':600,'filename':'93b4946a36c1060309706ebc306a749e.jpg'}",,2022-09-15T07:42:44.045Z,2022-09-15T07:42:44.045Z
Cloro disolución lenta tabletas para piscina,"Bote 5 kg | 5,40 €/kg",27,,,,"{'url':'76f67f821f4089970c2042d6581873fd373805fe695ed91aabef79551cf4f8d2.jpg','size':32951,'width':600,'height':600,'filename':'8d2f6c5abc4f8c83d9df79fb47ec2c28.jpg'}",,2022-09-15T07:42:20.512Z,2022-09-15T07:42:20.512Z
Kit minipiscinas compuesto por alguicida líquido y disolución rápida,"Caja 1 ud. | 9,20 €/ud",9.2,,,,"{'url':'4a03a7e58f4f16b9f6e006b18abd151cb194344fbd8bbff05e2e129f5af82878.jpg','size':52828,'width':600,'height':600,'filename':'668b95f2188e6c54dec7f8c629158188.jpg'}",,2022-09-15T07:41:59.583Z,2022-09-15T07:41:59.583Z
Kit analizador de pH y cloro AquaChek para piscina incluye 50 tiras reactivas,"Paquete 1 ud. | 8,90 €/ud",8.9,,,,"{'url':'b680f617a7c7dbc4b4a4ab44b88b0f4c29cb4bf08dfc2f2f49ce3be68f2e4d20.jpg','size':25420,'width':600,'height':600,'filename':'12e16e25197421d254162caf5be31c45.jpg'}",,2022-09-15T07:41:34.998Z,2022-09-15T07:41:34.998Z
Incrementador de pH para piscina,"Bote 1,5 kg | 2,80 €/kg",4.2,,,,"{'url':'cb804b2e75959be675c62dd9c2464aa85ef6fb2e807bdbc471a3745d9351df0a.jpg','size':17477,'width':600,'height':600,'filename':'49c33c67d8d88049dfddd55c8369c359.jpg'}",,2022-09-15T07:41:08.268Z,2022-09-15T07:41:08.268Z
